country_code,region,year,value,indicator_code,indicator_name
HND,Americas,2018,71.31264864,WHOSIS_000001,Life Expectancy
FRA,Europe,2002,79.14448316,WHOSIS_000001,Life Expectancy
ARE,Eastern Mediterranean,2008,81.35353886,WHOSIS_000001,Life Expectancy
KAZ,Europe,2011,64.23104579,WHOSIS_000001,Life Expectancy
ROU,Europe,2008,77.06718392,WHOSIS_000001,Life Expectancy
GNB,Africa,2016,60.28526199,WHOSIS_000001,Life Expectancy
KEN,Africa,2018,63.62994007,WHOSIS_000001,Life Expectancy
MRT,Africa,2003,64.83743491,WHOSIS_000001,Life Expectancy
SYC,Africa,2016,69.9849104,WHOSIS_000001,Life Expectancy
FIN,Europe,2004,78.7283427,WHOSIS_000001,Life Expectancy
PRK,South-East Asia,2013,73.64255129,WHOSIS_000001,Life Expectancy
TCD,Africa,2021,59.08581443,WHOSIS_000001,Life Expectancy
BHS,Americas,2020,69.21005589,WHOSIS_000001,Life Expectancy
ARM,Europe,2000,68.25159836,WHOSIS_000001,Life Expectancy
PHL,Western Pacific,2010,74.18017107,WHOSIS_000001,Life Expectancy
ISR,Europe,2001,76.45866675,WHOSIS_000001,Life Expectancy
SYR,Eastern Mediterranean,2015,52.84617648,WHOSIS_000001,Life Expectancy
MNE,Europe,2019,79.72626097,WHOSIS_000001,Life Expectancy
THA,South-East Asia,2018,73.63979218,WHOSIS_000001,Life Expectancy
LBY,Eastern Mediterranean,2019,73.54365475,WHOSIS_000001,Life Expectancy
COL,Americas,2006,71.59128079,WHOSIS_000001,Life Expectancy
MLI,Africa,2012,58.84363579,WHOSIS_000001,Life Expectancy
MDG,Africa,2020,63.07628383,WHOSIS_000001,Life Expectancy
BRN,Western Pacific,2006,78.09650099,WHOSIS_000001,Life Expectancy
ARE,Eastern Mediterranean,2005,79.38497277,WHOSIS_000001,Life Expectancy
SRB,Europe,2006,73.38118952,WHOSIS_000001,Life Expectancy
IRN,Eastern Mediterranean,2012,78.90295723,WHOSIS_000001,Life Expectancy
IDN,Western Pacific,2017,72.80875382,WHOSIS_000001,Life Expectancy
COL,Americas,2016,74.86992485,WHOSIS_000001,Life Expectancy
FJI,Western Pacific,2015,69.94304103,WHOSIS_000001,Life Expectancy
TZA,Africa,2002,53.24624843,WHOSIS_000001,Life Expectancy
FJI,Western Pacific,2018,65.80868216,WHOSIS_000001,Life Expectancy
MDA,Europe,2008,67.81121548,WHOSIS_000001,Life Expectancy
LKA,South-East Asia,2004,66.56483004,WHOSIS_000001,Life Expectancy
SVN,Europe,2008,75.48618888,WHOSIS_000001,Life Expectancy
LUX,Europe,2019,84.7445609,WHOSIS_000001,Life Expectancy
KHM,Western Pacific,2017,71.77867323,WHOSIS_000001,Life Expectancy
PAN,Americas,2019,78.97361247,WHOSIS_000001,Life Expectancy
BTN,South-East Asia,2011,71.12761727,WHOSIS_000001,Life Expectancy
THA,South-East Asia,2010,75.29127601,WHOSIS_000001,Life Expectancy
NOR,Europe,2016,83.70290828,WHOSIS_000001,Life Expectancy
AZE,Europe,2005,70.32035689,WHOSIS_000001,Life Expectancy
SWE,Europe,2015,81.74239456,WHOSIS_000001,Life Expectancy
MLI,Africa,2021,61.67398609,WHOSIS_000001,Life Expectancy
IRN,Eastern Mediterranean,2021,76.40135855,WHOSIS_000001,Life Expectancy
ECU,Americas,2012,78.60295766,WHOSIS_000001,Life Expectancy
ZMB,Africa,2004,47.391214,WHOSIS_000001,Life Expectancy
BWA,Africa,2016,62.99012308,WHOSIS_000001,Life Expectancy
PRT,Europe,2010,79.74021661,WHOSIS_000001,Life Expectancy
YEM,Eastern Mediterranean,2002,62.54065369,WHOSIS_000001,Life Expectancy
BEN,Africa,2014,62.37267295,WHOSIS_000001,Life Expectancy
IRQ,Eastern Mediterranean,2005,72.26673833,WHOSIS_000001,Life Expectancy
AUT,Europe,2015,78.6069761,WHOSIS_000001,Life Expectancy
CAF,Africa,2018,55.28615817,WHOSIS_000001,Life Expectancy
PSE,Eastern Mediterranean,2017,75.45369565,WHOSIS_000001,Life Expectancy
SLB,Western Pacific,2021,64.79245685,WHOSIS_000001,Life Expectancy
PNG,Western Pacific,2009,64.63295489,WHOSIS_000001,Life Expectancy
SLV,Americas,2013,70.96360744,WHOSIS_000001,Life Expectancy
ARE,Eastern Mediterranean,2014,81.37618421,WHOSIS_000001,Life Expectancy
LBR,Africa,2017,63.32039704,WHOSIS_000001,Life Expectancy
MKD,Europe,2001,75.94292976,WHOSIS_000001,Life Expectancy
KOR,Western Pacific,2003,73.97452872,WHOSIS_000001,Life Expectancy
SAU,Eastern Mediterranean,2020,74.9026608,WHOSIS_000001,Life Expectancy
BRN,Western Pacific,2012,78.39050814,WHOSIS_000001,Life Expectancy
SEN,Africa,2000,60.14805357,WHOSIS_000001,Life Expectancy
HUN,Europe,2016,76.07385445,WHOSIS_000001,Life Expectancy
VUT,Western Pacific,2008,62.69598949,WHOSIS_000001,Life Expectancy
MLI,Africa,2021,61.08022019,WHOSIS_000001,Life Expectancy
MMR,South-East Asia,2011,62.18760336,WHOSIS_000001,Life Expectancy
PNG,Western Pacific,2015,65.00629958,WHOSIS_000001,Life Expectancy
PRI,Americas,2002,80.82006995,WHOSIS_000001,Life Expectancy
RWA,Africa,2001,49.92993612,WHOSIS_000001,Life Expectancy
AUT,Europe,2014,83.46891877,WHOSIS_000001,Life Expectancy
PRK,South-East Asia,2016,71.62258579,WHOSIS_000001,Life Expectancy
UGA,Africa,2011,60.87012607,WHOSIS_000001,Life Expectancy
KGZ,Europe,2002,66.25500987,WHOSIS_000001,Life Expectancy
CAF,Africa,2000,44.23425766,WHOSIS_000001,Life Expectancy
SUR,Americas,2007,72.06527282,WHOSIS_000001,Life Expectancy
ARE,Eastern Mediterranean,2002,78.23504027,WHOSIS_000001,Life Expectancy
PHL,Western Pacific,2015,69.51615532,WHOSIS_000001,Life Expectancy
IND,South-East Asia,2000,62.17854522,WHOSIS_000001,Life Expectancy
DEU,Europe,2017,78.50647209,WHOSIS_000001,Life Expectancy
USA,Americas,2014,78.80026105,WHOSIS_000001,Life Expectancy
PRT,Europe,2021,83.88307768,WHOSIS_000001,Life Expectancy
GAB,Africa,2012,64.90570414,WHOSIS_000001,Life Expectancy
ALB,Europe,2013,79.94053513,WHOSIS_000001,Life Expectancy
LBN,Eastern Mediterranean,2005,77.17133641,WHOSIS_000001,Life Expectancy
SAU,Eastern Mediterranean,2010,74.89591575,WHOSIS_000001,Life Expectancy
COM,Africa,2000,62.95127313,WHOSIS_000001,Life Expectancy
GNQ,Africa,2008,59.26655739,WHOSIS_000001,Life Expectancy
IRN,Eastern Mediterranean,2017,77.47896726,WHOSIS_000001,Life Expectancy
LKA,South-East Asia,2013,79.07526249,WHOSIS_000001,Life Expectancy
COG,Africa,2020,63.35937843,WHOSIS_000001,Life Expectancy
SLB,Western Pacific,2012,67.37559559,WHOSIS_000001,Life Expectancy
ESP,Europe,2003,79.41351479,WHOSIS_000001,Life Expectancy
FIN,Europe,2005,75.60917696,WHOSIS_000001,Life Expectancy
URY,Americas,2020,81.17369396,WHOSIS_000001,Life Expectancy
SVK,Europe,2010,71.67446625,WHOSIS_000001,Life Expectancy
TGO,Africa,2002,54.45614552,WHOSIS_000001,Life Expectancy
RUS,Europe,2006,60.30440355,WHOSIS_000001,Life Expectancy
TUN,Eastern Mediterranean,2017,79.56072663,WHOSIS_000001,Life Expectancy
AUT,Europe,2000,75.09529476,WHOSIS_000001,Life Expectancy
JAM,Americas,2003,73.46076447,WHOSIS_000001,Life Expectancy
BRB,Americas,2004,74.61548026,WHOSIS_000001,Life Expectancy
LUX,Europe,2020,80.85064152,WHOSIS_000001,Life Expectancy
BHR,Eastern Mediterranean,2017,74.92372356,WHOSIS_000001,Life Expectancy
DNK,Europe,2008,78.63896492,WHOSIS_000001,Life Expectancy
BEN,Africa,2021,61.71936134,WHOSIS_000001,Life Expectancy
OMN,Eastern Mediterranean,2017,74.14573276,WHOSIS_000001,Life Expectancy
RWA,Africa,2000,45.36579151,WHOSIS_000001,Life Expectancy
TUN,Eastern Mediterranean,2015,79.30168888,WHOSIS_000001,Life Expectancy
IRL,Europe,2010,78.52625238,WHOSIS_000001,Life Expectancy
MYS,Western Pacific,2001,71.27659681,WHOSIS_000001,Life Expectancy
MLT,Europe,2020,80.19637925,WHOSIS_000001,Life Expectancy
TTO,Americas,2002,73.97795959,WHOSIS_000001,Life Expectancy
MDV,South-East Asia,2003,73.03714531,WHOSIS_000001,Life Expectancy
LCA,Americas,2002,76.68946659,WHOSIS_000001,Life Expectancy
EGY,Eastern Mediterranean,2009,72.57015221,WHOSIS_000001,Life Expectancy
VNM,Western Pacific,2011,68.2480502,WHOSIS_000001,Life Expectancy
SRB,Europe,2019,73.2561277,WHOSIS_000001,Life Expectancy
BRB,Americas,2012,75.04749987,WHOSIS_000001,Life Expectancy
LBN,Eastern Mediterranean,2020,77.70116098,WHOSIS_000001,Life Expectancy
ITA,Europe,2013,79.89966972,WHOSIS_000001,Life Expectancy
SYR,Eastern Mediterranean,2002,70.92944513,WHOSIS_000001,Life Expectancy
AFG,Eastern Mediterranean,2010,59.00377167,WHOSIS_000001,Life Expectancy
CRI,Americas,2000,78.16621895,WHOSIS_000001,Life Expectancy
RUS,Europe,2019,68.16534912,WHOSIS_000001,Life Expectancy
UZB,Europe,2009,63.90413486,WHOSIS_000001,Life Expectancy
SEN,Africa,2010,63.87607964,WHOSIS_000001,Life Expectancy
BRN,Western Pacific,2017,75.15956566,WHOSIS_000001,Life Expectancy
ARM,Europe,2002,68.13999488,WHOSIS_000001,Life Expectancy
GTM,Americas,2012,69.06836503,WHOSIS_000001,Life Expectancy
CHL,Americas,2015,80.12508082,WHOSIS_000001,Life Expectancy
AUS,Western Pacific,2000,82.24097656,WHOSIS_000001,Life Expectancy
CAF,Africa,2019,50.31051517,WHOSIS_000001,Life Expectancy
SDN,Eastern Mediterranean,2008,64.97061615,WHOSIS_000001,Life Expectancy
BRA,Americas,2001,71.80355904,WHOSIS_000001,Life Expectancy
NZL,Western Pacific,2006,79.88697688,WHOSIS_000001,Life Expectancy
FRA,Europe,2011,81.57719696,WHOSIS_000001,Life Expectancy
BIH,Europe,2007,76.26128187,WHOSIS_000001,Life Expectancy
LCA,Americas,2006,71.69072626,WHOSIS_000001,Life Expectancy
MDV,South-East Asia,2012,74.27099874,WHOSIS_000001,Life Expectancy
BEL,Europe,2013,80.32474948,WHOSIS_000001,Life Expectancy
SVN,Europe,2015,77.55910861,WHOSIS_000001,Life Expectancy
SAU,Eastern Mediterranean,2014,77.22323995,WHOSIS_000001,Life Expectancy
GUY,Americas,2010,69.41077618,WHOSIS_000001,Life Expectancy
GNB,Africa,2019,56.4136621,WHOSIS_000001,Life Expectancy
IRL,Europe,2013,80.71347486,WHOSIS_000001,Life Expectancy
URY,Americas,2004,79.10338901,WHOSIS_000001,Life Expectancy
BOL,Americas,2008,68.90790646,WHOSIS_000001,Life Expectancy
MLI,Africa,2012,59.71508235,WHOSIS_000001,Life Expectancy
SLE,Africa,2001,49.62086114,WHOSIS_000001,Life Expectancy
COL,Americas,2015,79.9885466,WHOSIS_000001,Life Expectancy
GAB,Africa,2004,57.46049569,WHOSIS_000001,Life Expectancy
CAF,Africa,2013,49.31139043,WHOSIS_000001,Life Expectancy
IRQ,Eastern Mediterranean,2019,70.25762098,WHOSIS_000001,Life Expectancy
SYC,Africa,2014,76.66004097,WHOSIS_000001,Life Expectancy
SEN,Africa,2019,70.28443603,WHOSIS_000001,Life Expectancy
COL,Americas,2004,73.98320442,WHOSIS_000001,Life Expectancy
HTI,Americas,2009,60.6145717,WHOSIS_000001,Life Expectancy
ERI,Africa,2009,63.29304649,WHOSIS_000001,Life Expectancy
SLE,Africa,2021,61.89026131,WHOSIS_000001,Life Expectancy
LCA,Americas,2001,70.27702307,WHOSIS_000001,Life Expectancy
HTI,Americas,2012,61.57931892,WHOSIS_000001,Life Expectancy
IND,South-East Asia,2015,67.89522503,WHOSIS_000001,Life Expectancy
NZL,Western Pacific,2012,81.08807722,WHOSIS_000001,Life Expectancy
BRN,Western Pacific,2015,76.55761257,WHOSIS_000001,Life Expectancy
VNM,Western Pacific,2017,77.74297785,WHOSIS_000001,Life Expectancy
MWI,Africa,2009,53.66173232,WHOSIS_000001,Life Expectancy
VCT,Americas,2002,72.01069433,WHOSIS_000001,Life Expectancy
OMN,Eastern Mediterranean,2005,77.33246972,WHOSIS_000001,Life Expectancy
MAR,Eastern Mediterranean,2013,72.96566532,WHOSIS_000001,Life Expectancy
KEN,Africa,2019,66.50141922,WHOSIS_000001,Life Expectancy
GRD,Americas,2009,70.93802753,WHOSIS_000001,Life Expectancy
DEU,Europe,2005,76.5675704,WHOSIS_000001,Life Expectancy
TLS,South-East Asia,2005,65.67751029,WHOSIS_000001,Life Expectancy
ERI,Africa,2004,61.05138924,WHOSIS_000001,Life Expectancy
GRC,Europe,2011,80.35771121,WHOSIS_000001,Life Expectancy
VCT,Americas,2002,69.70043989,WHOSIS_000001,Life Expectancy
BIH,Europe,2001,78.48386956,WHOSIS_000001,Life Expectancy
NZL,Western Pacific,2011,82.37162739,WHOSIS_000001,Life Expectancy
DEU,Europe,2006,82.06792869,WHOSIS_000001,Life Expectancy
NER,Africa,2013,59.22776171,WHOSIS_000001,Life Expectancy
UKR,Europe,2007,67.5915603,WHOSIS_000001,Life Expectancy
MNG,Western Pacific,2000,66.72840176,WHOSIS_000001,Life Expectancy
FJI,Western Pacific,2015,65.79628006,WHOSIS_000001,Life Expectancy
DNK,Europe,2000,76.93482299,WHOSIS_000001,Life Expectancy
CAN,Americas,2016,81.74452018,WHOSIS_000001,Life Expectancy
CHL,Americas,2002,74.37108795,WHOSIS_000001,Life Expectancy
GNB,Africa,2003,49.30954851,WHOSIS_000001,Life Expectancy
AFG,Eastern Mediterranean,2002,55.15447775,WHOSIS_000001,Life Expectancy
KHM,Western Pacific,2004,65.09221151,WHOSIS_000001,Life Expectancy
LKA,South-East Asia,2005,73.48476487,WHOSIS_000001,Life Expectancy
ROU,Europe,2012,70.81323787,WHOSIS_000001,Life Expectancy
TZA,Africa,2001,53.52029055,WHOSIS_000001,Life Expectancy
VEN,Americas,2014,69.97916689,WHOSIS_000001,Life Expectancy
KHM,Western Pacific,2002,60.98797015,WHOSIS_000001,Life Expectancy
POL,Europe,2016,77.66853135,WHOSIS_000001,Life Expectancy
GRD,Americas,2020,75.35142309,WHOSIS_000001,Life Expectancy
GRD,Americas,2013,75.58779114,WHOSIS_000001,Life Expectancy
BFA,Africa,2013,62.34293415,WHOSIS_000001,Life Expectancy
UGA,Africa,2001,48.00867903,WHOSIS_000001,Life Expectancy
FIN,Europe,2014,83.59062081,WHOSIS_000001,Life Expectancy
MDA,Europe,2012,70.25455299,WHOSIS_000001,Life Expectancy
SUR,Americas,2014,69.96422454,WHOSIS_000001,Life Expectancy
MMR,South-East Asia,2017,64.76363796,WHOSIS_000001,Life Expectancy
SDN,Eastern Mediterranean,2007,64.62525128,WHOSIS_000001,Life Expectancy
COM,Africa,2015,68.48322198,WHOSIS_000001,Life Expectancy
CZE,Europe,2014,75.68015592,WHOSIS_000001,Life Expectancy
PRY,Americas,2008,72.45951047,WHOSIS_000001,Life Expectancy
LUX,Europe,2007,80.26355488,WHOSIS_000001,Life Expectancy
UKR,Europe,2021,70.90674708,WHOSIS_000001,Life Expectancy
GTM,Americas,2020,70.95988885,WHOSIS_000001,Life Expectancy
LBR,Africa,2000,53.98438676,WHOSIS_000001,Life Expectancy
TKM,Europe,2007,70.17060658,WHOSIS_000001,Life Expectancy
SYR,Eastern Mediterranean,2021,70.56090217,WHOSIS_000001,Life Expectancy
NER,Africa,2014,58.56140383,WHOSIS_000001,Life Expectancy
UGA,Africa,2006,55.99216305,WHOSIS_000001,Life Expectancy
ARM,Europe,2007,68.596999,WHOSIS_000001,Life Expectancy
SYR,Eastern Mediterranean,2020,74.54480055,WHOSIS_000001,Life Expectancy
DZA,Africa,2001,73.9676265,WHOSIS_000001,Life Expectancy
CRI,Americas,2016,82.70925179,WHOSIS_000001,Life Expectancy
EGY,Eastern Mediterranean,2021,66.6899896,WHOSIS_000001,Life Expectancy
EST,Europe,2008,74.24703915,WHOSIS_000001,Life Expectancy
GNB,Africa,2002,48.88406557,WHOSIS_000001,Life Expectancy
ARG,Americas,2015,73.33043006,WHOSIS_000001,Life Expectancy
SUR,Americas,2006,71.692617,WHOSIS_000001,Life Expectancy
CIV,Africa,2006,54.91662177,WHOSIS_000001,Life Expectancy
KAZ,Europe,2003,64.77834271,WHOSIS_000001,Life Expectancy
BEN,Africa,2000,59.37836321,WHOSIS_000001,Life Expectancy
GBR,Europe,2004,78.67634871,WHOSIS_000001,Life Expectancy
KAZ,Europe,2019,73.20279408,WHOSIS_000001,Life Expectancy
YEM,Eastern Mediterranean,2009,65.87318061,WHOSIS_000001,Life Expectancy
CHE,Europe,2012,80.36522742,WHOSIS_000001,Life Expectancy
CZE,Europe,2001,78.45611498,WHOSIS_000001,Life Expectancy
NZL,Western Pacific,2011,79.08135937,WHOSIS_000001,Life Expectancy
MNG,Western Pacific,2002,63.99267039,WHOSIS_000001,Life Expectancy
FJI,Western Pacific,2010,65.4759054,WHOSIS_000001,Life Expectancy
HUN,Europe,2005,72.84811882,WHOSIS_000001,Life Expectancy
IRL,Europe,2004,78.39305519,WHOSIS_000001,Life Expectancy
MDA,Europe,2003,62.41217228,WHOSIS_000001,Life Expectancy
HUN,Europe,2020,72.37645571,WHOSIS_000001,Life Expectancy
DEU,Europe,2006,77.02301842,WHOSIS_000001,Life Expectancy
GNQ,Africa,2015,59.99147965,WHOSIS_000001,Life Expectancy
NPL,South-East Asia,2000,64.22493469,WHOSIS_000001,Life Expectancy
KWT,Eastern Mediterranean,2015,84.89554392,WHOSIS_000001,Life Expectancy
ARG,Americas,2000,70.59123245,WHOSIS_000001,Life Expectancy
ISL,Europe,2002,80.30310703,WHOSIS_000001,Life Expectancy
MUS,Africa,2003,68.57505978,WHOSIS_000001,Life Expectancy
IND,South-East Asia,2011,67.83941098,WHOSIS_000001,Life Expectancy
HRV,Europe,2015,77.60709528,WHOSIS_000001,Life Expectancy
BFA,Africa,2018,64.70996921,WHOSIS_000001,Life Expectancy
CIV,Africa,2016,61.62678525,WHOSIS_000001,Life Expectancy
NGA,Africa,2010,59.78799099,WHOSIS_000001,Life Expectancy
GBR,Europe,2014,79.16711376,WHOSIS_000001,Life Expectancy
MMR,South-East Asia,2003,58.26226444,WHOSIS_000001,Life Expectancy
MEX,Americas,2020,70.94625179,WHOSIS_000001,Life Expectancy
TTO,Americas,2008,72.03571655,WHOSIS_000001,Life Expectancy
PRK,South-East Asia,2015,71.407681,WHOSIS_000001,Life Expectancy
MEX,Americas,2002,72.17564459,WHOSIS_000001,Life Expectancy
CRI,Americas,2012,78.11005284,WHOSIS_000001,Life Expectancy
SLV,Americas,2021,76.24875651,WHOSIS_000001,Life Expectancy
IRQ,Eastern Mediterranean,2001,67.22405139,WHOSIS_000001,Life Expectancy
GNQ,Africa,2016,59.604683,WHOSIS_000001,Life Expectancy
BLZ,Americas,2018,72.11599062,WHOSIS_000001,Life Expectancy
SEN,Africa,2016,66.14084303,WHOSIS_000001,Life Expectancy
BHS,Americas,2007,76.3643132,WHOSIS_000001,Life Expectancy
CHL,Americas,2014,82.4781751,WHOSIS_000001,Life Expectancy
CPV,Africa,2005,68.46967924,WHOSIS_000001,Life Expectancy
AUT,Europe,2001,81.42801239,WHOSIS_000001,Life Expectancy
VNM,Western Pacific,2008,68.02588037,WHOSIS_000001,Life Expectancy
PAK,Eastern Mediterranean,2014,66.2276814,WHOSIS_000001,Life Expectancy
CUB,Americas,2016,75.92566148,WHOSIS_000001,Life Expectancy
AZE,Europe,2007,66.62732187,WHOSIS_000001,Life Expectancy
JAM,Americas,2009,72.19787809,WHOSIS_000001,Life Expectancy
ETH,Africa,2000,49.52574549,WHOSIS_000001,Life Expectancy
QAT,Eastern Mediterranean,2014,78.07965998,WHOSIS_000001,Life Expectancy
CHL,Americas,2011,82.1013,WHOSIS_000001,Life Expectancy
DNK,Europe,2017,82.73893983,WHOSIS_000001,Life Expectancy
MWI,Africa,2001,46.07456497,WHOSIS_000001,Life Expectancy
EST,Europe,2021,77.13131363,WHOSIS_000001,Life Expectancy
GBR,Europe,2003,75.97518064,WHOSIS_000001,Life Expectancy
CHL,Americas,2010,78.83198498,WHOSIS_000001,Life Expectancy
NER,Africa,2003,53.26030133,WHOSIS_000001,Life Expectancy
TON,Western Pacific,2007,74.86678697,WHOSIS_000001,Life Expectancy
IRQ,Eastern Mediterranean,2012,68.83820624,WHOSIS_000001,Life Expectancy
AUS,Western Pacific,2005,80.84134964,WHOSIS_000001,Life Expectancy
SUR,Americas,2012,76.38417374,WHOSIS_000001,Life Expectancy
KWT,Eastern Mediterranean,2021,81.75064092,WHOSIS_000001,Life Expectancy
MDG,Africa,2016,62.44500669,WHOSIS_000001,Life Expectancy
HND,Americas,2017,69.99942972,WHOSIS_000001,Life Expectancy
ITA,Europe,2006,78.30865334,WHOSIS_000001,Life Expectancy
GMB,Africa,2010,62.35679034,WHOSIS_000001,Life Expectancy
AUT,Europe,2013,78.41526096,WHOSIS_000001,Life Expectancy
PNG,Western Pacific,2021,64.20316779,WHOSIS_000001,Life Expectancy
BRB,Americas,2006,72.91548771,WHOSIS_000001,Life Expectancy
LSO,Africa,2007,42.57643384,WHOSIS_000001,Life Expectancy
MKD,Europe,2020,76.72549185,WHOSIS_000001,Life Expectancy
GAB,Africa,2005,58.17580001,WHOSIS_000001,Life Expectancy
RWA,Africa,2012,65.68582887,WHOSIS_000001,Life Expectancy
TUR,Europe,2017,74.54173707,WHOSIS_000001,Life Expectancy
CAN,Americas,2019,80.12488697,WHOSIS_000001,Life Expectancy
GTM,Americas,2006,66.49043843,WHOSIS_000001,Life Expectancy
TGO,Africa,2015,61.52164894,WHOSIS_000001,Life Expectancy
PER,Americas,2016,78.47624687,WHOSIS_000001,Life Expectancy
LVA,Europe,2019,79.97065759,WHOSIS_000001,Life Expectancy
RUS,Europe,2011,75.55048524,WHOSIS_000001,Life Expectancy
ATG,Americas,2015,73.79291126,WHOSIS_000001,Life Expectancy
ITA,Europe,2010,84.22011234,WHOSIS_000001,Life Expectancy
ETH,Africa,2002,53.20310528,WHOSIS_000001,Life Expectancy
CHL,Americas,2005,75.19028701,WHOSIS_000001,Life Expectancy
LKA,South-East Asia,2003,73.36803088,WHOSIS_000001,Life Expectancy
COL,Americas,2009,75.75932913,WHOSIS_000001,Life Expectancy
SLB,Western Pacific,2000,61.16805031,WHOSIS_000001,Life Expectancy
JAM,Americas,2018,69.62501596,WHOSIS_000001,Life Expectancy
BLZ,Americas,2015,77.40925842,WHOSIS_000001,Life Expectancy
FSM,Western Pacific,2002,60.44973348,WHOSIS_000001,Life Expectancy
GNB,Africa,2000,48.05613009,WHOSIS_000001,Life Expectancy
LVA,Europe,2020,79.86405958,WHOSIS_000001,Life Expectancy
NOR,Europe,2000,75.86103723,WHOSIS_000001,Life Expectancy
QAT,Eastern Mediterranean,2001,68.99456196,WHOSIS_000001,Life Expectancy
PNG,Western Pacific,2001,64.26748076,WHOSIS_000001,Life Expectancy
FJI,Western Pacific,2002,64.70523519,WHOSIS_000001,Life Expectancy
MOZ,Africa,2021,60.54787171,WHOSIS_000001,Life Expectancy
BGD,South-East Asia,2004,69.33854562,WHOSIS_000001,Life Expectancy
EGY,Eastern Mediterranean,2013,70.47150621,WHOSIS_000001,Life Expectancy
MNE,Europe,2017,74.21692268,WHOSIS_000001,Life Expectancy
CUB,Americas,2019,77.66173555,WHOSIS_000001,Life Expectancy
SLE,Africa,2010,54.16534908,WHOSIS_000001,Life Expectancy
TJK,Europe,2000,63.38386435,WHOSIS_000001,Life Expectancy
SYC,Africa,2001,68.16032833,WHOSIS_000001,Life Expectancy
CMR,Africa,2021,61.76934896,WHOSIS_000001,Life Expectancy
YEM,Eastern Mediterranean,2000,61.45211098,WHOSIS_000001,Life Expectancy
MOZ,Africa,2004,53.89862903,WHOSIS_000001,Life Expectancy
ISL,Europe,2015,82.12605142,WHOSIS_000001,Life Expectancy
MWI,Africa,2010,59.14912044,WHOSIS_000001,Life Expectancy
NAM,Africa,2004,51.6479279,WHOSIS_000001,Life Expectancy
PNG,Western Pacific,2018,66.51753655,WHOSIS_000001,Life Expectancy
IDN,Western Pacific,2010,69.23625966,WHOSIS_000001,Life Expectancy
BHR,Eastern Mediterranean,2000,71.26851454,WHOSIS_000001,Life Expectancy
KWT,Eastern Mediterranean,2009,81.49603409,WHOSIS_000001,Life Expectancy
GAB,Africa,2015,61.57914986,WHOSIS_000001,Life Expectancy
OMN,Eastern Mediterranean,2009,73.06401823,WHOSIS_000001,Life Expectancy
TJK,Europe,2004,69.96881459,WHOSIS_000001,Life Expectancy
FJI,Western Pacific,2019,67.86595098,WHOSIS_000001,Life Expectancy
BLR,Europe,2014,78.36681768,WHOSIS_000001,Life Expectancy
ZWE,Africa,2011,51.26847677,WHOSIS_000001,Life Expectancy
BEL,Europe,2014,78.53436594,WHOSIS_000001,Life Expectancy
GMB,Africa,2006,59.1711525,WHOSIS_000001,Life Expectancy
CAN,Americas,2002,81.70175466,WHOSIS_000001,Life Expectancy
DEU,Europe,2004,81.58614528,WHOSIS_000001,Life Expectancy
CZE,Europe,2009,74.18569198,WHOSIS_000001,Life Expectancy
MMR,South-East Asia,2014,63.93730984,WHOSIS_000001,Life Expectancy
LTU,Europe,2010,67.45196975,WHOSIS_000001,Life Expectancy
GNB,Africa,2021,61.1022492,WHOSIS_000001,Life Expectancy
PER,Americas,2013,77.98323782,WHOSIS_000001,Life Expectancy
HRV,Europe,2017,75.19045711,WHOSIS_000001,Life Expectancy
DEU,Europe,2020,78.51577838,WHOSIS_000001,Life Expectancy
SVN,Europe,2017,78.00339284,WHOSIS_000001,Life Expectancy
SLE,Africa,2019,61.30133453,WHOSIS_000001,Life Expectancy
MDG,Africa,2005,59.54915264,WHOSIS_000001,Life Expectancy
AGO,Africa,2013,60.21682799,WHOSIS_000001,Life Expectancy
GEO,Europe,2007,72.55257679,WHOSIS_000001,Life Expectancy
SLB,Western Pacific,2009,66.86366705,WHOSIS_000001,Life Expectancy
PHL,Western Pacific,2007,65.66105933,WHOSIS_000001,Life Expectancy
KEN,Africa,2004,56.75644333,WHOSIS_000001,Life Expectancy
CPV,Africa,2015,71.87995021,WHOSIS_000001,Life Expectancy
COG,Africa,2017,62.84312978,WHOSIS_000001,Life Expectancy
SLV,Americas,2020,67.12666586,WHOSIS_000001,Life Expectancy
DEU,Europe,2012,82.8418436,WHOSIS_000001,Life Expectancy
HND,Americas,2020,70.3347631,WHOSIS_000001,Life Expectancy
NGA,Africa,2012,62.11042845,WHOSIS_000001,Life Expectancy
ATG,Americas,2009,72.88976056,WHOSIS_000001,Life Expectancy
LBR,Africa,2010,60.3582726,WHOSIS_000001,Life Expectancy
FSM,Western Pacific,2021,68.65811813,WHOSIS_000001,Life Expectancy
KGZ,Europe,2011,73.5204971,WHOSIS_000001,Life Expectancy
AZE,Europe,2002,69.41180095,WHOSIS_000001,Life Expectancy
IRL,Europe,2012,78.39990207,WHOSIS_000001,Life Expectancy
ZAF,Africa,2013,58.85459774,WHOSIS_000001,Life Expectancy
CHN,Western Pacific,2004,71.93150989,WHOSIS_000001,Life Expectancy
SVK,Europe,2021,71.12508991,WHOSIS_000001,Life Expectancy
ZMB,Africa,2011,55.67420987,WHOSIS_000001,Life Expectancy
MYS,Western Pacific,2013,73.06039505,WHOSIS_000001,Life Expectancy
JPN,Western Pacific,2021,87.15803555,WHOSIS_000001,Life Expectancy
